Município,Processo,Prestadora,NC,Descrição,Status,Categoria
PORTO DE PEDRAS,E:49070.0000001591/2024,VAA,NC 14,Falta de identificação do ativo e da concessionária,Sanado,Ausência de Identificação
PORTO DE PEDRAS,E:49070.0000001344/2024,CASAL,NC 28,Falta de identificação,Auto de Infração,Ausência de Identificação
PORTO DE PEDRAS,E:49070.0000001344/2024,CASAL,NC 02,Escada de acesso comprometida,Sanado,Segurança
PORTO DE PEDRAS,E:49070.0000001344/2024,CASAL,NC 01,Falta de limpeza dos tanques de coagulação,Sanado,Limpeza e Conservação
PORTO DE PEDRAS,E:49070.0000001344/2024,CASAL,NC 29,Ausência de proteção do perímetro,Auto de Infração,Segurança
PORTO DE PEDRAS,E:49070.0000001344/2024,CASAL,NC 21,Caixa de proteção inexistente,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 24,Falta do clorador,Sanado,Outros
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 25,Espaço incompatível para acesso dos operadores,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 26,Infiltração na parede,Pendente,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 23,Fiação Exposta,Sanado,Elétrico
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 22,Ausência de identificação,Sanado,Ausência de Identificação
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 21,Não possui escada de acesso e guarda corpo,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 20,Ausência de cerca de proteção,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 19,"Patologias estruturais (trincas, corrosão, desplacamento)",Sanado,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 18,Ausência de identificação do reservatório,Sanado,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 17,Limpeza na laje de cobertura,Sanado,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 16,Escada /guarda corpo,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 15,"Patologias estruturais (trincas, corrosão, desplacamento)",Pendente,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 14,Não possui licenciamento ambiental para operar,Sanado,Ausência de Licenciamento
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 13,Conjunto motobomba instalada de forma irregular,Sanado,Outros
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 12,Conservação – necessidade de recuperar a manta impermeabilizante,Sanado,Limpeza e Conservação
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 10,Fiação exposta,Sanado,Elétrico
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 09,Vazamento,Pendente,Hidráulico
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 09,Copa dentro do laboratório de análise de água,Sanado,Outros
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 08,Limpeza e manutenção do leito de secagem,Sanado,Limpeza e Conservação
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 07,Filtros parados,Sanado,Outros
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 06,Escada e guarda corpo oxidados e danificados,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 05,Infiltração no decantador,Sanado,Estrutural
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 04,Acesso danificado,Pendente,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 03,Patologias estruturais,Sanado,Outros
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 02,Fiação exposta,Sanado,Elétrico
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 01,Não possui tela ou grades de proteção,Sanado,Segurança
PORTO CALVO,E:49070.0000001421/2024,VAA,NC 11,Ancoragem danificada,Pendente,Outros
PIRANHAS,E:49070.0000001459/2024,ADS,NC 07,Ausência de cerca de proteção,Sanado,Segurança
PIRANHAS,E:49070.0000001459/2024,ADS,NC 12,Sistema deteriorado (abandonado),Sanado,Outros
PIRANHAS,E:49070.0000001459/2024,ADS,NC 11,Ausência de identificação,Sanado,Ausência de Identificação
PIRANHAS,E:49070.0000001459/2024,ADS,NC 10,Limpeza e manutenção na área do Reservatório,Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 09,Ausência de identificação do reservatório,Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 08,Falta de escada e guarda corpo na laje de cobertura,Sanado,Segurança
PIRANHAS,E:49070.0000001459/2024,ADS,NC 06,Limpeza e manutenção na área do Reservatório,Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 02,"Patologias estruturais (corrosão, exposição da armadura)",Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 01,Não possui tela de proteção,Sanado,Segurança
PIRANHAS,E:49070.0000001459/2024,ADS,NC 05,Limpeza e manutenção na área do Reservatório,Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 03,Acúmulo de água na área interna da base do reservatório,Sanado,Estrutural
PIRANHAS,E:49070.0000001459/2024,ADS,NC 04,Falta de guarda corpo na laje de cobertura,Sanado,Segurança
PINDOBA,E:49070.0000005951/2023,CASAL,NC 04,Vazamento pela tampa do reservatório,Justificado,Estrutural
PINDOBA,E:49070.0000005951/2023,CASAL,NC 05,Ausência de identificação do reservatório,Auto de Infração,Estrutural
PINDOBA,E:49070.0000005951/2023,CASAL,NC 06,Ausência de identificação da EEAB,Auto de Infração,Ausência de Identificação
PINDOBA,E:49070.0000005951/2023,CASAL,NC 07,Adequação das instalações elétricas no quadro elétrico,Sanado,Elétrico
PINDOBA,E:49070.0000005951/2023,CASAL,NC 08,Estrutura da EEAB precária,Justificado,Outros
PINDOBA,E:49070.0000005951/2023,CASAL,NC 09,Ausência de bomba reserva,Auto de Infração,Outros
PINDOBA,E:49070.0000005951/2023,CASAL,NC 10,Ausência de identificação da EEAB,Justificado,Ausência de Identificação
PINDOBA,E:49070.0000005951/2023,CASAL,NC 11,Ausência de bomba reserva,Justificado,Outros
PINDOBA,E:49070.0000005951/2023,CASAL,NC 12,Ausência de identificação do Poço 01,Sanado,Ausência de Identificação
PINDOBA,E:49070.0000005951/2023,CASAL,NC 13,Ausência da laje de proteção na base do poço,Sanado,Segurança
PINDOBA,E:49070.0000005951/2023,CASAL,NC 03,Ausência de medidor e controle por boia,Justificado,Medição e Aferição
PINDOBA,E:49070.0000005951/2023,CASAL,NC 15,Vazamento no dispositivo de cloração,Auto de Infração,Estrutural
PINDOBA,E:49070.0000001804/2024,VAA,NC 16,Ausência de escada de acesso,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 15,Presença de vazamento dentro da caixa de inspeção,Auto de Infração,Hidráulico
PINDOBA,E:49070.0000001804/2024,VAA,NC 14,Ausência de guarda-corpo na laje do reservatório,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 13,Ausência de identificação do reservatório,Auto de Infração,Estrutural
PINDOBA,E:49070.0000001804/2024,VAA,NC 12,Ausência de cerca de proteção no perímetro do reservatório,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 11,Ausência de macromedidor,Auto de Infração,Medição e Aferição
PINDOBA,E:49070.0000001804/2024,VAA,NC 10,Ausência de identificação,Auto de Infração,Ausência de Identificação
PINDOBA,E:49070.0000001804/2024,VAA,NC 09,Ausência de cerca de proteção no perímetro do reservatório,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 08,Ausência de macromedidor,Auto de Infração,Medição e Aferição
PINDOBA,E:49070.0000001804/2024,VAA,NC 07,Ausência de guarda-corpo na laje de cobertura do reservatório,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 06,Ausência de macromedidor,Auto de Infração,Medição e Aferição
PINDOBA,E:49070.0000001804/2024,VAA,NC 05,Presença de vegetação dentro da caixa de inspeção,Auto de Infração,Limpeza e Conservação
PINDOBA,E:49070.0000001804/2024,VAA,NC 04,Ausência de guarda-corpo na escada do reservatório,Auto de Infração,Segurança
PINDOBA,E:49070.0000001804/2024,VAA,NC 03,Ausência de identificação,Auto de Infração,Ausência de Identificação
PINDOBA,E:49070.0000001804/2024,VAA,NC 02,Estrutura precária,Auto de Infração,Outros
PINDOBA,E:49070.0000001804/2024,VAA,NC 01,Presença de vegetação na área do reservatório,Auto de Infração,Estrutural
PINDOBA,E:49070.0000005951/2023,CASAL,NC 02,Excesso de vegetação na área,Sanado,Limpeza e Conservação
PINDOBA,E:49070.0000005951/2023,CASAL,NC 01,Ausência de dispositivo de segurança no acesso à captação,Sanado,Segurança
PINDOBA,E:49070.0000005951/2023,CASAL,NC 14,Ausência do macromedidor na saída do poço,Justificado,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 52,Ausência de cerca ou muro no perímetro,Pendente,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 16,Ausência de identificação dos poços,Sanado,Ausência de Identificação
PILAR,E:49070.0000005108/2023,BRK,NC 55,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 56,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005108/2023,BRK,NC 57,Trincas na parede do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 53,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 52,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 51,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 50,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 49,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 48,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 47,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 46,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 45,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 44,Ausência de cerca ou muro no perímetro,Sanado,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 43,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 42,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 41,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 40,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 39,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 38,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 37,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 36,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 35,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 34,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 33,Muro de contorno danificado,Sanado,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 32,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 31,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 30,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 29,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 28,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005108/2023,BRK,NC 58,Ausência do medidor de nível e boia,Sanado,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 59,Ausência de guarda-corpo na laje de cobertura,Pendente,Segurança
PILAR,E:49070.0000005108/2023,BRK,NC 60,Ausência do macromedidor e pitômetro na saída do reservatório,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 61,Ausência da tampa de proteção do quadro elétrico e botoeira,Sanado,Segurança
PILAR,E:49070.0000005108/2023,BRK,NC 62,Mofo na parede do refeitório,Pendente,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 24,Ausência de cerca ou muro no perímetro,Sanado,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 23,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 22,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 21,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 20,Excesso de vegetação no perímetro do poço,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 19,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 53,Excesso de vegetação na área,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 18,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 54,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005030/2023,CASAL,NC 17,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 100,Limpeza da área externa do poço,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 99,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 98,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 97,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 96,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 95,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 94,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 93,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 92,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 91,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 90,Cerca de Proteção danificada,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 89,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 88,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 87,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 86,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 85,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 84,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 83,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 82,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 81,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 80,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 79,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 51,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 50,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 49,Ausência de guarda-corpo na escada interna,Pendente,Segurança
PILAR,E:49070.0000005108/2023,BRK,NC 48,Ausência de guarda-corpo na laje de cobertura,Pendente,Segurança
PILAR,E:49070.0000005108/2023,BRK,NC 47,Ausência do macromedidor e pitômetro,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 46,Ausência de cerca ou muro no perímetro,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 45,Excesso de vegetação na área,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005108/2023,BRK,NC 44,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 43,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 42,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 41,Ausência de cerca ou muro no perímetro,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 40,Ausência de identificação do reservatório,Sanado,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 39,Excesso de vegetação na área,Pendente,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 78,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 77,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 27,Ausência de cerca ou muro no perímetro,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 26,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 25,Excesso de vegetação na área,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005030/2023,CASAL,NC 75,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 74,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 73,Ausência da laje de proteção do poço,Auto de Infração,Segurança
PILAR,E:49070.0000005030/2023,CASAL,NC 72,Excesso de vegetação na área externa,Sanado,Limpeza e Conservação
PILAR,E:49070.0000005108/2023,BRK,NC 38,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 37,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 36,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 35,Ausência do macromedidor,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 34,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 33,Ausência do macromedidor e pitômetro,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 32,Ausência de identificação do reservatório,Pendente,Estrutural
PILAR,E:49070.0000005108/2023,BRK,NC 31,Ausência do macromedidor e pitômetro,Pendente,Medição e Aferição
PILAR,E:49070.0000005108/2023,BRK,NC 30,Muro de contorno danificado,Pendente,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 71,Ausência de identificação do poço,Sanado,Ausência de Identificação
PILAR,E:49070.0000005030/2023,CASAL,NC 70,Ausência do dispositivo de cloração,Auto de Infração,Estrutural
PILAR,E:49070.0000005030/2023,CASAL,NC 69,Ausência da laje de proteção do poço,Auto de Infração,Segurança
